label,review
1,还没有用，物流很快，一天就到了。
0,"我买了不到15天就出问题,大老远跑去做鉴定报告,想退吧销售商不同意,只同意换.现在只希望手机不要再出问题了...昨天我发现有个同事也买了这款手机,我刚说和我的一样,她就问:你的手机坏过吗顿时把我惊得合不上嘴...怎么回事啊,原来她的手机经常自动关机-这不新鲜-还经常自动开机,这就新鲜了.她去鉴定处人家还不给她开鉴定报告,说现在没坏呀.她到现在都没退换成.所以,朋友们,千万不能被手机的外表和牌子迷惑呀.以我和同事的亲身体会提醒大家千万别买此款手机了,以免上当."
1,前台接待人员态度比较生硬，客户服务人员的态度比较好（比较耐心解释）。另外对预定的火车票没有及时反馈（12日晚预定13日的火车票，总台人员13日上午未及时通知我定不到票）。
1,不错的选择。房间整洁卫生、服务也不错，价格合理，交通便利。
1,裤子已经收到，发货速度快，包装仔细，质量不错，做工精致，尺码标准，面料舒适，穿着合身
0,我只想问一下，为什么生姜洗发水完全没有生姜味。瓶子还没有封口，是正品吗，还是只是滋源的瓶子，自己的配方，值得怀疑，这次购物很失望?
0,本本的发热量大，而且重，如果轻些就好了 再就是东西拿到时，为了装XP系统把人磨死了
0,比较垃圾的地方，一点都不好
0,太垃圾了掉色线头又多物流6天真是废，大家别买好评八成都是刷的
0,"此店是本人住过10余家北京如家中最贵的,所以我们满怀希望的过去.的确,进门就是很大气的大堂,但是也只有这点勉强能算优点.进入房间,不言而喻,是老酒店改的,完全没有如家应有的温馨感觉,设施陈旧并未完全翻新.最要命的来了,一只一圆硬币两倍大的蟑螂爬到我们同事的腿上,顿时,一个五大三粗的山东大汉被恶"
0,垃圾，衣服号不对，质量不好，快递又慢，退货也退不了，垃圾真垃圾，不要来这里买衣服了。
1,比较新鲜，大小不均，味道还行，当天送达
1,朋友介绍说这个牌子好用，所以买来试试，因为头发掉的太厉害，都说用无硅油的洗发水不伤头皮。也可以保护头发。希望有好的效果
1,酒店还算干净，送早餐，就是酒店名字容易让人误解，周围没有湖，感觉还可以。
0,哎，大家莫要买了喝喔。蒙牛应该也有问题，我喝还是不喝啊？
0,京东，售后烂爆，退货款项不知去向，找客服不回答问题，避重就轻，拿用户当傻子
1,很好用，用了过后觉得头发顶部没有那么塌了，有蓬松的效果，不错不错。
0,东西不错，可惜说好的发票呢？京东这次不靠谱！差评，希望能给解决发票问题
1,毕竟是惠普的产品，外观做工上还是简约而不简单～ 这个配置，在这个价位真的也没有什么可挑剔的了～ 再低端，也是定位在商用本，呵呵～
0,分区不合理，必须重新分区 没有驱动盘 物流服务不到位，让门卫代签了，都没有验货。
0,班尼路是该倒避了、衣服没穿两次就有个洞了。
0,感觉是*的似的，盒子怪味太大，洗头水都漏出来了！
1,裤子收到了，质量好的是没话说，弹力面料的很厚实，穿上身柔软特舒服，推荐购买
0,晕！蒙牛高端产品啊！抵制蒙牛抵制抵制
1,就书的内容来说，比起动画还是差些，有动画版故事简介的感觉。不过能减少孩子看电视时间还是值的。
1,武汉冷库发货，苹果味道好，外观漂亮。
1,用了一个礼拜了吧，个人觉得很满意！暂时没发现什么不足！平时也就是孩子学习，看看电视什么的！够用了
1,12月在金泉订了个豪华商务小套房，房间内部环境不错，酒店位于市中心边缘，周边交通还算方便，打车到昆明有名的金马碧鸡刚好起步价。缺点是碰上昆明柴油紧张，没有空调，晚上较冷，还好向酒店要了个空调扇，可以吹热风，否则晚上睡觉一定会感到冷。
1,相当牛的一台机子，性价比特别高，比其他同行等产品都要好得多，比较开心的一次购物，值得拥有！安卓的还能打电话，特给力
1,两份一起买，很便宜，味道好，一直在买！
1,酒店软硬件都不错，游泳池更不错。只是周围没有吃饭的地方，一定到打车出去。另外，酒店不让出租车在酒店门口待客， 客人要走到马路上打车，是法国人的新招吗？同酒店服务的档次严重脱位。
0,跟地摊货没什么区别！洗完头发痒！头皮屑特别多！上次用潘婷的就没事！这个洗发水还不如杂牌子好用！贴牌吧！什么沙宣啊！
1,我是帮两位外国客人定的江景房。客人的回馈还是不错的。我看了其他客人有的评点不是很好，可能还是江景房比较能保证质量。
0,拿出两个，一个坏心。是苹果坏了，还是心坏了?
0,新乡国家饭店入住纪实：1.入住第一个房间，电视关不上，一直开着。服务员建议换房间。2.换的房间空调不行，又换房。我们拿着行李跟着跑。3.换的第三间房是有烟房，我们问：有没有无烟房？服务员告诉我们：我把烟缸拿 走就行了。哭笑不得！4.晚上去餐厅大厅就餐，点完餐后，服务员告知：最低消费35元\人。我们不能理解，服务员告知：酒店的新规定。电话投诉后，来人讲：服务员是新来的不知道。
0,不多说，不解释，一切皆在评分中
0,"用的是联通的卡,居然找不到网络.如果这款机找不到联通网络,我只有去把它退了,哪怕是今天才买的电话"
1,真的很实惠哦。。。隔着箱子都能闻到清香味儿。。保质期要到20年呢
1,很轻，几乎没有噪音，连硬盘转的声音都几乎听不见。配置主流，用相关软件测试了，cpu温度在今天这么热的天气也只有39。做工很精细，外表没的说，让人有一种爱不释手的感觉。确实是一款难得的笔记本。
1,以前还没在京东上买苹果。这还是第一次买，收到后就尝一个，味道真的很好，好后悔没在京东上早点买苹果，价格实惠，而且发货速度很快，比超市强多了！
0,掌托部位温度比较高，不过测试温度还好，反正不影响速度就OK 其他还好，还有就是说带无线网卡插槽的，找了半天没找出来，京东信息要搞对了
0,位置实在太难找了。。。。。。。。。。。
0,这裤子卖128超级不值，质量差的恼火，要不是在云南偏僻地方必须得退回去
0,充电机没用其他，确定充电头没有用，新的就这样，机子看电影可以的，玩网游也可以的，就是充电机没用
0,我的M2什么都好就是和京东有冲突，老是浏览京东的时候就自己卡死哪里了？
0,码子太不标准，买这么多东西第一次给人差评，
0,给叔叔买的，不知道好不好
0,附赠的硬盘、原装鼠标、包和内存条都还可以，瑞星杀毒软件的序列号在哪里？？？？看评论回复说是有个刮刮卡，不知道那位大侠在赠品里面见过，我是没找到。
1,一般般，薄荷洗发水没想象中的凉快
0,为什么我要的是不能打电话的你要跟我发个能打电话的
0,12枚装的苹果为何左四右四中间三个，莫非是我不识数？！还是京东不识数？！这是第三次购买了，第一次遇到这情况！！
0,我怎么找不到穴位，总觉得书中有点吹牛，尤其是前言摆出师祖师父的吓唬人，像武林高人似的
0,买之前看销量很大，感觉没问题就下单了。结果如图：表面全发霉了，这你让我咋吃？买个东西真窝心，提醒大家，生鲜还是市场上买吧，好不好一看就知道，别像我这么懒，在京东上买生鲜！
1,还可以，如果能在送个毛巾就更好了。
0,洗一次头发就痒一次，而且是洗完的第二天头发就痒了。以前从来没有这样过，真是无语了。。。
0,很不满意这是网购以来质量最差的一次，布料和做工就跟夜市地*！商家你做生意厚道点，钱不是事儿！人品，商德很重要！
0,差劲，穿了一个月，裤裆就破了！
0,很差，衣服的领子就好像染色了一样看起来很脏，质量也很差。
0,买这本书的时候，还没有读完张爱玲以及关于张爱玲的书。只因为看了这里的评论似乎还不错。也因为急切的想了解关于张爱玲的一切。待读完张爱玲以及关于张爱玲的作品以后。真没有心情也没有兴趣看这个垃圾写的书了。淡定！淡定！既然买了，就看一下吧，从另一个侧面了解一下也好。可，才看了一节，就不想看下去了，于是丢在了某个角落，再也不想去碰。都说他是才子，我倒觉得其文笔实在拙劣。絮叨、杂乱，庸俗，不知所言！将其猪脑子里所有自认为华丽的词语堆砌到一起便成了所谓华丽的句子。总的评价：垃圾
1,不错不错 老品牌一家人都在用 用过好多还是觉得这个适合 用沙宣哪款修护水养的第二天不洗头就感觉有点油 用这个不会 强烈推荐使用 快递小哥也很给力
0,东西是不错，但是物流就是不给力，严重影响了我对华为商品的追求
0,"抵制三鹿过后,开始抵制蒙牛抵制蒙牛;抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛抵制蒙牛"
1,还不错，给儿子买的。回来了马上要玩了，说很漂亮！
1,正宗山东苹果，脆甜可口，好吃看得见???
0,致命缺点：电量剩一格时死机；取下电池再装回，好了；过一小时接着死。升级了固件也没用。售后维修人员说，电池问题的可能性大。（确实，满电时就死过一次。）可是，此机死前毫无征兆，太耽误事！
0,差评！！！！这是在京东最糟糕的一次购物，之前在京东买的火龙果个头中等，外皮很新鲜，果肉很甜，这是第二次购买但是这次的火龙果简直不能和第一次相比，首先个头很小，外皮很皱一点也不新鲜，果肉很硬像是没长熟似的，从此以后再也不会在京东上买水果太让人失望，这颗星是给快递员
1,京东自营质量决对好，一直相信自营厂品，水果很好吃，很新鲜
0,刷单都不止*。。现在有问题你特么跟我讲好评返现*。。搞笑呢    同一款你特么分两个SKU？还是想分更多？ 明明你就一款产品 你上架两款？    明明没有的东西你上更多？
1,远不如以前的IBM，现在做工差，模棱角及边缘有明显的划手， 其次就是如细微观察，就是两个笔记（我买了两个）质量有明显区别， 上次买个lenovo y430高配置，有问题，还退掉了，商品有问题，反正就是凑合吧！ 真心希望联想集团把一些代理了，售后等要严格把关控制好别在影响声誉，否则消费者倾向于其他品牌了！
0,送货速度快，睡觉前买上还没睡醒就送到了。好大的黑边，视频不能连续播放。
0,垃圾别买 如果要买先来瓶后悔药??
0,差得很，返修都不回复！！！！大家注意了
1,我是4号和5号住在该酒店的标准海景蜜月房，4楼，感觉很方便，门口就是椰梦长廊，海月广场，打车5园到第一市场和春园，门口就有机场巴士。二楼有个小的游泳池，可以直接看到海月广场和椰梦长廊。晚上广场上还有很多活动，有孔明灯，还有跳舞的。性价比很高，酒店房间还不错，我住的是标准海景蜜月房，有阳台，只是前台服务不算好，老是推荐你去一些景点，我后三天住的是亚龙湾的金棕榈，和金棕榈比起来，服务不是一个档次。但是你可以不和他多话。哈哈。。。下次去还会考虑金凤凰，主要是方便，房间里面还是不错的，就是没早餐。
1,1、内装修还不错，看起来很有特色。2、卫生也还可以，只是房间小了点。3、最重要的是各个房间不隔音，隔壁咳嗽都能听见，太可怕了。
1,很漂亮哦，黑黑样子，我喜欢 另外为这个本子单独定制的LINUX的操作系统，也非常适合这种小家伙
1,我看这本书的时候就是本着买一本励志书的想法买的。因为我那段时间一直提不起任何兴致做任何事情，很颓废，觉得生活的目标很不明确，很迷茫，作为一个毕业不久的大学生，没有实践经验，学校学的东西又不能用上多少，除了年轻没有什么优势。然而在我们单位，年轻说明你没有经验，工程专业经验很重要。看了这本书后我淡定了好多，虽然仍迷茫，不过已经知道该如何养精蓄锐，等待机会了
1,四星的酒店，虽然有点小小的老式，但是整体感觉还是很干净很漂亮的。早餐的价格也是同等中较为便宜的了，就是加床的价格有点小贵哦！
1,手感很好，大小合适，速度挺快
1,硬件还好，配有电脑可以游戏上网。但毕竟是山上的酒店，卫生条件不是很好，墙角有蜘蛛网。位置有点偏，进出不是很方便。总体来说在庐山还算个可以的酒店吧。
0,不好，起毛粒，而且很透明，内裤都看到了，很尴尬
1,衣服不错 一直在纠结蓝色好看还是黑色 最终还是黑篮
1,裤子很好，很合身，质量也不错，下次还会选择这家店
1,外型超漂亮，?像?清晰，??、?牙很方便，我加了?2G的apcer?存，?行超快！散?我?得可以啊，不?。
0,一根胶带完成包装，大写的服，搬到半路散一地
1,京东的东西一如既往的好，最满意的是配送，速度和服务没得说。
1,外观漂亮，视觉感很好！
1,衣服穿在身上挺舒适的，满意的一次购物
0,"此宾馆号称三星,可实际上这个酒店的硬件和服务水准,目前根本不能上星.走进大厅一股甘水味,高度白酒的酒精味弥漫空中,令人窒息;我们要求看房间,接待小姐满脸不高兴的让我们上五楼,我们看到的是落后的设施,破烂发霉的墙壁,摆设还算整齐,唯一能表示满意的是床单的清洁度,但是有股刺鼻的洗涤剂味道,问有空调否,答是24小时......我想这个宾馆是市府招待客人的地方,应该不差,就住下了.没有想到一连串的麻烦就开始了......首先不能上网,回答是,4块钱一个小时,一会拿了""猫""和路由器过来,好恐怖,不要了;要求送十瓶矿泉水,只送了七瓶,服务员说只有这么多没有了,要求签字确认,服务员说把房间的二瓶也一起算吧,我说,不要算,你查房的时候算,不然会搞错,服务员说一样的,9瓶三元一瓶签字了27元,.结果离店结算时果然又要我们付房间的二瓶水,我们解释也没有用,还是多收了二瓶水钱,从这点看管理太乱......服务员个个是祖奶奶,不能得罪,一点服务意识都没有,够呛;空调很弱,到了下半夜几乎感觉不到空调在运行,给冻醒,,结果我们二个人全部感冒,回到家里挂水(有515医院的证明);算了,不说了,反正也没有什么结果,只是提醒朋友们这种酒店千万别入住,也希望携程能对与你们挂靠的酒店有个评估手段,我现在是钻石会员,还是第一次遇到这样的酒店,太差劲了......因为这个夜晚的寒冷,染上了风寒,在医院刚刚打了点滴,觉得要写点什么,就这样了,睡觉,希望不会有第二次!"
0,京东购物以来这个算第二次丢货了 这次说是分拣的时候在路上丢了 快递员倒挺好的 给我私下补了价钱 一个订单买了火龙果和哈密瓜 结果火龙果丢了 都没看到
1,在thinkpad这个品牌里面性价比还算高了，感觉发热量有点大，其他还好启动时光驱声音较大 ，2G内存够用了
0,我一直都在用这个牌子，拿回来看跟我在超市里买的不太一样，洗起来也没那个柔顺，
0,这款平板非常不好，屏幕分辨率很低，看高清视频非常不清楚！！！！！！！！！！！！！与商家描述高清不符。另外摄像头像素太低，聊个微信视频啥都看不清，不建议大家购买。
0,与联想的Y450系列相比，价格有点偏高 应该送个XP驱动光盘，VISTA还是有点不方便
0,印象不好
1,不错噢，裤子质量棒棒哒值得购买，给别人买的。下次还来光顾
1,"1.6600采用Series 60 Developer Platform 2.0,基于Symbian OS 7.0s；7710采用Series 90,基于Symbian OS 7.0s。2.6600具有WAP 2.0XHTML over TCP/IP；7710具有XHTML over TCP/IP,HTML over TCP/IP。3.6600只支持MIDI tones和True Tones (WB-AMR)格式的铃声；7710却支持MIDI tones,AMR (NB-AMR),WAV,MP3,AAC 。4.6600最大分辨率为176 x 208；7710却达到640 x 320 。5.6600体积为109 x 58 x 24 mm,重为125g ；7710体积为128 x 69.5 x 19 mm,重为189g。6.6600可用内存为6M,支持MMC；7710可用内存为90M,支持SD,MMC7.6600为非触摸屏,7710是触摸屏,可手写。8.6600具有红外和蓝牙传输方式；7710只有蓝牙和USB数据线传输方式。9.6600不支持EGPRS,7710支持。10.6600有电子钱包功能,7710没有。11.6600不可播放MP3和FM,7710具有立体声MP3和FM。12.6600具有30万像素的摄像头,支持2倍变焦,最高可以拍摄640x480象素的照片7710具有百万像素,支持2倍数码变焦，最高可以拍摄1152×864象素的相片 。13.6600具有一键上网，7710应该也有。"
0,价格老是变来变去一会一个价，一会限购价一会又是秒杀价，京东的价保没什么鸟用
0,洗了一水 大的 不能穿了 一点弹性也没有
0,穿在身上掉色严重，连续盐水泡了1天洗了之后穿身上还是掉色，质量真的差，差到家了
0,平板买了没几天就搞活动，当初买的时候问客服有没有送皮套和钢化膜，客服说没有，结果买了没几天就送了，害我花了七十多买了一模一样的皮套和钢化膜，问能不能补发，还不肯，一点都不开心。不是已经贴膜了，我就七天无理由退货重买了。。。。
1,外观设计时尚，键盘手感良好；屏幕效果很好，色彩饱满鲜艳；铃声效果不错；自带闪光灯，拍摄功能强大；功能齐全丰富；电池待机时间长；内存容量较大。
0,太小了，还有商看图片。以事实为依据
0,裤子太修身了，修的穿不上，上当受骗了。
0,送货很快 没有任何小票或商品吊牌 不知道是不是正品 用后再来追评
0,大家这段时间不要去住，他们施工吵死人了！并且，房间里的提示上说是8：30才开始施工，结构7：40就开始，找他们解决了一早上，到8：30一直没有停止过！到了8：30他们就更有理了，继续开始施工！
1,根据自己的喜好，水润的好象多数人喜欢，樱花的好象适合偏油发质。
0,物流太慢，一起买的，这个慢3天，还是同一个快递公司。
1,第二次购买了，质量一如既往的好。洗后很柔顺！赞赞！！！
1,很好巧，质量和散热都做得非常好，现在购买价格也相对比较合适了
0,快递很差劲、到了也不打电话、两个包裹一个今天才找到
0,这次的和之前的差太多了，有几个都干的，第一次买到这么不好的
1,1、收货包装完好，配件齐全 2、性价比高 3、LED显示屏不错，未发现坏点 4、造型看着很轻便简洁
1,裤子不错，比想象中的好，本以为*左右的牛仔裤一般般，没想到面料还真好，穿着很舒服，性价比还行。对了，快递挺快的，顺丰就是快。
1,"酒店房间不错,还有厨房,就是大堂小了点."
1,在中山陵里，很安静，晚上睡觉的时候一点声音都没有，早餐还可以，服务也还可以
1,"酒店位置很方便,离开封第一楼和夜市非常近,酒店早餐10元自助很实惠,服务也不错但房间很大设施却有些旧，尤其卫生间狭小。"
1,东西好，价格便宜好，速度还快，好久都不在超市卖东西了
1,第三天收到，苹果还好吧！如果是其它水果有可能会不新鲜啦！个头有大有小不太均，图片是较大点的了、还有比这小点的，口感还算可以吧！仁者见仁智者见智。总之送到家也是一种安慰哦！
1,活动买的，挺划算的，一直用潘婷
0,说实话 刚拿到手还是挺满意的 玩了一天问题就开了 。看电影突然黑屏，真是醉了 才买来两天 而且分辨率确实不高。图片视频看着就像盗版碟。
0,假的好吗！！！拉丝都没有！！！！！洗了还头痒，无语了！！！！
1,高分屏，运气不错！ 性能还不知道，过几天装个游戏。 外观还可以。
1,自从有了京东，家里两个冰箱每天都是满的，每天一醒来就是烦恼吃什么好，东西太多了。难道这就是幸福的烦恼？
1,这苹果大小均匀新鲜甜脆不错而且投递速度快服务又好又到位，应该给一个好评。
0,垃圾呀，太不值了，闻着一股怪味，线头太多，摸着也不舒服，颜色也不一样，买两条竟然发一样的给我
0,可是，在八月初因不小心把屏给弄坏了。这下惨了，哪儿也没配件，哪儿哪也修不了。到现在都快一个半月了，还是没配件。
0,拍的是樱花，送来的是男士系列，无奈，我一个光头要用多少年才用的完？
1,配置比较高，看视频玩游戏都很爽，唯一不满意的是刚买了收货后就降价
0,差评，有点小失望，像是假的。包装盒也发霉潮湿
0,啥质量吗？退色染的身上到处都是黑的。
1,感觉房间还可以，从设施和布局来看就知道是比较老的酒店了。早餐还算丰盛.宾馆反馈 2008年4月19日 ： 感谢您的支持!
0,我用了一段时间再评价的，反应还行，就是手上网阅览网页真的好卡，还没有我之前*比魔方平板上网速度快呢！华为不敢恭维呀。
1,下次不会买了。 没想象的好。嘿嘿
1,裤子很不错啊，平时很少在京东上买东西，第一次没让人失望，面料不错啊虽然贵了点，但是很值啊推荐给大家
1,裤子很有弹性，质量不错哈，物流也很快呢，下次会再次购买的～～
0,当天晚上就洗头试试怎么样，连着洗了几天结果非常失望，洗完头发像枯草一样，和我之前在店里买的真的是天壤之别，想不到京东上面也有假货，大家请慎拍
0,1、在信号较差的环境下~有时可能表现出通话掉线、无法接通、断线的症状。并且我发现在朋友使用的同型号手机中比较普遍！！2、手机在开盖的状态下外屏会熄灭，虽说是为了省电~但缺为用户看时间带来不便~此外，还是三星的“传统”问题，待机画面不支持全屏显示！~3、虽然支持蓝牙V1.2技术，但是却不支持蓝牙打印技术！4、MP3不支持后台播放，手机内存容量不能通过外接存储卡扩展~是个遗憾啊~~呵呵5、通话质量稍微有点差~声音小而且有点模糊~短信提示音仍然是内置的10个~且不能更改！6、手机屏幕分辨率虽然高！但是分屏幕尺寸小~因此在阅读电子书时会感到比较吃力~。另外在照片菜单浏览照片时，手机的反应比较慢~
0,产品和描述的严重不符，明明很厚要说夏季薄款
0,什么质量，太次了。边是扎斜的
0,一点不像广告说的，属于虚假广告，裤子一点弹性都没得，质量也不行，已经退货了，其实我在京东很少评价一星的，这次的确太差了
0,裤子好差劲，要沾毛，真是无语了还那么贵。
1,很好很好，尺码合适，衣服不错。
1,宝贝收到了，做工很好，和 老板介绍的一样，穿着很舒服，大小合适，很喜欢！老板热情，物流快！
0,退房时，前台服务员态度极差；我同事想办如家会员卡，收了40员之后还冷嘲热讽补充点评 2008年8月7日 ： 6月份入住如家快捷酒店（石家庄大石桥店），因同事与服务员发生了点不愉快，就在点评时说了自己的想法。让我没有想到的是，酒店领导对此非常重视，对此事做了及时处理，并多次给我电话表示歉意，征询意见。我和同事都非常感动；同事们都说：出差就住如家。我也希望如家越办越好！
1,用起来感觉很流畅，没有卡顿的现象，发热也不是很明显，声音也不错，好评！
1,此书最受益是这两条1、心中无冷病，不怕热上身。2、肌肤不喜欢冷若冰霜的美人，美丽的女人一定要让身体暖和起来，其他所有的问题都会迎刃而解。说实话以前太不注意“寒”了，搞得自己现在身体很差，脾胃虚寒到了极点。开始认识到要对自己身体好并努力改善生活方式。现在已经好多了，多靠了这些仁心仁术的医生们的书。非常感谢！
0,对产品真心怀疑，什么质量啊！新买的手机扬声器就是坏的
1,不错不错，大小合适，口感很好，不错不错！
1,好想你的时候就是这样的话就不说
1,非常不错，但是卡1卡槽不好取出，如果不机子没问题就不换了，毕竟不经常换卡！
1,还不错，洗起来没有其它那种洗发水滑滑的感觉，有点涩，但是还挺好的，味道也很好闻，再用用看吧
1,不错，帮朋友选的，朋友比较满意，就是USB接口少了，而且全是在左边，图片有误
1,收到后就切了一个吃，苹果很甜很脆，喜欢，上午下单下午就到了
0,日货就因为是日本的牌子你就抵制吗？你怎么不去抵制蒙牛？愤青的脑子用什么衡量。
0,这个约一点一公斤差得太多了、商家要做实事、不要做假
0,买完放冰箱里几天忘吃了（大概三四天）再拿出来就长毛了！
1,优点：1：200万像素摄象头，有微距可调，全屏取景。光线充足时，拍照效果一流，用最大分辨率拍摄，可直接冲洗6寸照片；2：内置Realplayer，影音播放流畅、清晰，支持格式广泛，影音资源众多，并且支持FM；3：手写输入识别率惊人，有字迹记忆功能，给人书写的畅快感，在这方面摩托罗拉的确是独步天下；4：可在不翻盖的情况下直接操作照相，影音播放，短信阅读等功能；5：系统稳定，操作便捷，通话质量上佳；6：上网速度快，浏览效果好；7：内置图象编辑器，能连接蓝牙打印机无线打印，功能强大；8：标准的MiniUSB接口，直接支持U盘模式，使用方便；
0,一般，收到货打开看太薄了，手摸上去薄到很容易烂，这个货还要*一点都不值得。
1,老爹很满意，屏幕够大，拿着打电话像拿着搬砖一样
0,买的时候感觉挺便宜的，样子我也还喜欢，但是用了才知道反应有点慢哦，而且感觉还很费电，还常常自已就死机了。开始的时候上不去浏览器，送去维修了，换了主板，原来问题解决，手机上又没法存短信了，又换主板，可以存短信了，打电话又没有声了，再换主板.天啊。。都让我赶上了？
0,火龙果买过好几次都不错，但这次不太新鲜，不如以前的好
1,又降价了，省了300，刚好赶上时间 非常沉稳，拿在手上很有成就感
1,裤子质量很好，真的不错，款式也很漂亮
0,真的这是巨人?吗？本来一直都是L的但是我穿上这个L感觉我是个穿S的。穿出去都不用穿裤子了！料子也一般，而且快递到了也没告诉我，还是过了几天我主动问才知道的！差评！！！
1,1、屏幕：这款机子的最大卖点就在于屏幕。采用了CGS技术的屏幕，26万色的屏幕，给人感觉画面细腻，色彩鲜艳，亮度高，相比之下，三星的TFT屏幕点距太大，感觉粗糙！2、菜单选项：GX20的菜单采用了桌面布局，比起三星“胶片式”的菜单，给人感觉一目了然，加上灵活的方向键盘，操作方便，简单！3、内置的数码相机：GX20采用了30万像素的镜头，CCD材质，成像效果十分出色，而且有微距和普通人像两个模式供用户选择。并且配备了补光灯，而且补光灯的亮度也很高（能当手电筒哦^_^），色彩丰富，满足了不同场景的需要。具有像框功能，可爱的MM们，可以拍出满意的大头帖了！此外，还提供了连续拍摄，延时拍摄！4、短信功能：GX20的短信输入还是很方便的，采用长按数字键进行选择文字，而且反映速度不错，挺快的，不输给NOKIA。再说标点符号，在输入状态按一下#键，所有的标点符号就能全部显示出来，很方便。而且词组的联想也很多，能不断联想。支持1024字节的短信息。在这里值得一提的是，由于移动运营商有限制短信的字数，所以，当一条短信的字数超过了限制后，将被分成两条短信发出，GX20在遇到超过限制的时候，会提醒用户，该短信将分成两条发送，这样一来，用户可以根据需要对文本进行修改，这样可以减少不必要的花费开支，个人感觉这个功能不错。很贴心喔！5、电话簿：提供了500个电话簿储存容量，每个人名下可以储存3个电话，2个EMAIL地址，1个通讯地址，基本满足用户的需要了。而且支持来电大头帖，来电一目了然！6、内存管理：电话簿和媒体文件都有自己的内存储存显示，很直观。多媒体文件按图片、声音等不同文件分类统计。
0,第一次在平台买水果，产品没有想象的好，个小，不算新鲜，哎，还是谨慎购买。
0,房间设施偏旧，洗澡设施太差
1,优点就是LED屏，做工还可以，功能键挺多，居然配有蓝牙，惊喜！用过不少笔记本，这款运行时的声音还是比较小的
0,"色彩颗粒感强,声音小,最可恶的是,机子一般用了一年多一点,肯定就不能开机.送修说是软件问题,就要你换主板,修理好了,用不过2-3个月又是同样的问题,气死人了.什么破手机,设置了机关骗人钱财.大家不要买它的害人手机."
1,性价比高，外观够炫，比较中看。音响是我最满意的部分，声效很好！！
1,大清早就吃鸡腿，真好吃，我都不知道三凤桥是哪，不过这个礼盒算是肉，八个肉菜，好吃好吃。江哥还给我送早饭了，蒙牛纯奶还换包装了，我居然都不知道，是有多久没有喝过了
0,真的好垃圾，快递不发货，买家不管不问，八天才到我手里，质量也不好，非常薄，布料不好！真的好垃圾，快递不发货，买家不管不问，八天才到我手里，质量也不好，非常薄，布料不好！真的好垃圾，快递不发货，买家不管不问，八天才到我手里，质量也不好，非常薄，布料不好！真的好垃圾，快递不发货，买家不管不问，八天才到我手里，质量也不好，非常薄，布料不好！真的好垃圾，快递不发货，买家不管不问，八天才到我手里，质量也不好，非常薄，布料不好！真的好垃圾，快递不发货，买家不管不问，八天才到我手里，质量也不好，非常薄，布料不好！
1,裤子收到了，料子不错哦，老公很喜欢，我特意洗了而且还不掉颜色
1,我很少给这种教科书满分。但这本书实在是给我惊喜不少！首先，它不只满足你记忆单词的需要，同时它还会讲解单词的具体使用技巧，以及对应语法，最后他还有对应的立体供灵活应用。还有就是它印刷精美到一个程度。所以您如果是想和我一样想把英语捡起来，那他一定是非常棒的教科书。但如果你是学生或正在学习学习英语，请您把它当一本工具书。总是，得到一本实用的好书是大家的福利。（我也一样！）
0,一直在屈臣氏买，第一次在京东买，想的是自营，没问题，可是是假货，味道不对，洗了头痒，听说京东的化妆品只有货到付款是80％的正品，在线都是30％的正品掺着卖，这是我的第一单京东，觉得我好欺负吧，店大欺客
0,WIFI，蓝牙开关都打不开，发给了我知道次品。真失败。
0,蒙牛他妈的是人喝的吗？我现在是宁愿喝矿泉水都不喝奶了。 早不喝蒙牛了，垃圾 这个行业已经有黑社会倾向了，前有 被要挟，后有蒋卫锁遇害，黑啊，这奶还是白的吗？斗士，一路走好
1,东西物流很快，价格比水果店实惠！水果新鲜！
0,手机收到一个月了，发票还没收到，联系售后，说尽快处理，现在还没有结果，是不是正品值得怀疑？不给发票继续投诉！
1,不错，第3台X2了，没毛病，一直好用，屏幕清晰，通话好，外放不错，值得玩。就喜欢大屏。全家都是用华为，不比苹果差。支持华为。
0,就用东西垫一下能死嗯？？？？？？？漏的不要不要的
0,百分之一万差评，妈的！膜都不给贴一下，一点服务也没有。
1,店家推荐的尺码合身，衣服不错，送货很快，好评。。。
1,的确很靠近火车站及汽车北站，走路不超过15分钟。房间里摆放了3本推荐的新书，其中一本是童话双语的，感觉很好。不知道为什么房间里不备电话簿。
0,京东太坑了刚买了就降价了，还说给保价都是骗人的，
0,服务太死板，客户在外不变时，不能解决问题，还添麻烦 机场附近太嘈杂，无法休息，在这里住店真是脑子进水了
0,老饭店布局差是正常的，服务死板 就不正常了，停车外包停了一天150元，坑爹
1,"总体感觉不错,这个价格的功能还说得过去."
1,"我住的豪华房,被子太厚,晚上睡觉超热,前台小姐服务态度一般,没见到笑脸. 宾馆服务较好."
0,货都还没有收到，叫我怎么评价呀。我的水果都不知道被送到什么地方去了，现在都已经快四天了，都还没收到，烂都已经烂了吧。
0,太小了。 坑我一脸。    尺寸不对。只能送人了    各位。买时可以买大点的。    cao。 这次购物非常不满意
